"ref","date","meta","value","file_date"
"MT","2016-09-30 00:00:00","MT","1723967.204","2017-10-15 08:59:48.596342"
"MT","2016-10-31 00:00:00","MT","1634743.9780000001","2017-10-15 08:59:48.596342"
"MT","2016-11-30 00:00:00","MT","1534440.7440000002","2017-10-15 08:59:48.596342"
"MT","2016-12-31 00:00:00","MT","1571225.6219999997","2017-10-15 08:59:48.596342"
"MT","2017-01-31 00:00:00","MT","1618039.0129999996","2017-10-15 08:59:48.596342"
"MT","2017-02-28 00:00:00","MT","1421129.5060000003","2017-10-15 08:59:48.596342"
"MT","2017-03-31 00:00:00","MT","1076058.0580000002","2017-10-15 08:59:48.596342"
"MT","2017-04-30 00:00:00","MT","905656.5830000001","2017-10-15 08:59:48.596342"
"MT","2017-05-31 00:00:00","MT","844458.1559999998","2017-10-15 08:59:48.596342"
"MT","2017-06-30 00:00:00","MT","771682.8149999996","2017-10-15 08:59:48.596342"
"MT","2016-04-30 00:00:00","MT","1011754.872","2017-10-14 23:50:46.322671"
"MT","2016-05-31 00:00:00","MT","591746.2759999996","2017-10-14 23:50:46.322671"
"MT","2016-06-30 00:00:00","MT","997705.1570000005","2017-10-14 23:50:46.322671"
"MT","2016-07-31 00:00:00","MT","1691576.975","2017-10-14 23:50:46.322671"
"MT","2016-08-31 00:00:00","MT","1779291.3130000003","2017-10-14 23:50:46.322671"
"MT","2016-09-30 00:00:00","MT","1723967.2040000001","2017-10-14 23:50:46.322671"
"MT","2016-10-31 00:00:00","MT","1634743.978","2017-10-14 23:50:46.322671"
"MT","2016-11-30 00:00:00","MT","1534440.7440000004","2017-10-14 23:50:46.322671"
"MT","2016-12-31 00:00:00","MT","1571225.6219999997","2017-10-14 23:50:46.322671"
"MT","2017-01-31 00:00:00","MT","1618039.0129999998","2017-10-14 23:50:46.322671"
"MT","2017-02-28 00:00:00","MT","1421129.5060000003","2017-10-14 23:50:46.322671"
"MT","2017-03-31 00:00:00","MT","1076058.0580000002","2017-10-14 23:50:46.322671"
"MT","2017-04-30 00:00:00","MT","905656.583","2017-10-14 23:50:46.322671"
"MT","2017-05-31 00:00:00","MT","844458.1559999998","2017-10-14 23:50:46.322671"
"MT","2017-06-30 00:00:00","MT","771682.8149999995","2017-10-14 23:50:46.322671"
"NC","2016-10-31 00:00:00","NC","3919278.3329999996","2017-10-15 08:59:30.360171"
"NC","2016-11-30 00:00:00","NC","3360377.044","2017-10-15 08:59:30.360171"
"NC","2016-12-31 00:00:00","NC","4515652.929","2017-10-15 08:59:30.360171"
"NC","2017-01-31 00:00:00","NC","","2017-10-15 08:59:30.360171"
"NC","2017-02-28 00:00:00","NC","","2017-10-15 08:59:30.360171"
"NC","2017-03-31 00:00:00","NC","","2017-10-15 08:59:30.360171"
"NC","2017-04-30 00:00:00","NC","3738788.7989999996","2017-10-15 08:59:30.360171"
"NC","2017-05-31 00:00:00","NC","3919610.9290000005","2017-10-15 08:59:30.360171"
"NC","2017-06-30 00:00:00","NC","4936180.011000002","2017-10-15 08:59:30.360171"
"NC","2016-10-31 00:00:00","NC","3919278.333","2017-10-14 23:51:37.495082"
"NC","2016-11-30 00:00:00","NC","3360377.0439999998","2017-10-14 23:51:37.495082"
"NC","2016-12-31 00:00:00","NC","4515652.929","2017-10-14 23:51:37.495082"
"NC","2017-01-31 00:00:00","NC","","2017-10-14 23:51:37.495082"
"NC","2017-02-28 00:00:00","NC","","2017-10-14 23:51:37.495082"
"NC","2017-03-31 00:00:00","NC","","2017-10-14 23:51:37.495082"
"NC","2017-04-30 00:00:00","NC","3738788.799","2017-10-14 23:51:37.495082"
"NC","2017-05-31 00:00:00","NC","3919610.9290000005","2017-10-14 23:51:37.495082"
"NC","2017-06-30 00:00:00","NC","4936180.011000002","2017-10-14 23:51:37.495082"
"ND","2016-01-31 00:00:00","ND","3199264.292000002","2017-10-15 09:00:49.930466"
"ND","2016-02-29 00:00:00","ND","2741377.9769999986","2017-10-15 09:00:49.930466"
"ND","2016-03-31 00:00:00","ND","2347842.0499999984","2017-10-15 09:00:49.930466"
"ND","2016-04-30 00:00:00","ND","1971602.5270000002","2017-10-15 09:00:49.930466"
"ND","2016-05-31 00:00:00","ND","2190662.4670000016","2017-10-15 09:00:49.930466"
"ND","2016-06-30 00:00:00","ND","2648446.0749999993","2017-10-15 09:00:49.930466"
"ND","2016-07-31 00:00:00","ND","3397730.4469999997","2017-10-15 09:00:49.930466"
"ND","2016-08-31 00:00:00","ND","3355204.380000002","2017-10-15 09:00:49.930466"
"ND","2016-09-30 00:00:00","ND","2615995.337","2017-10-15 09:00:49.930466"
"ND","2016-10-31 00:00:00","ND","2776770.291999999","2017-10-15 09:00:49.930466"
"ND","2016-11-30 00:00:00","ND","2558952.078999999","2017-10-15 09:00:49.930466"
"ND","2016-12-31 00:00:00","ND","2920596.4489999996","2017-10-15 09:00:49.930466"
"ND","2017-01-31 00:00:00","ND","2880891.772999998","2017-10-15 09:00:49.930466"
"ND","2017-02-28 00:00:00","ND","2738754.7","2017-10-15 09:00:49.930466"
"ND","2017-03-31 00:00:00","ND","2579322.8349999986","2017-10-15 09:00:49.930466"
"ND","2017-04-30 00:00:00","ND","2208643.424","2017-10-15 09:00:49.930466"
"ND","2017-05-31 00:00:00","ND","2249481.0840000003","2017-10-15 09:00:49.930466"
"ND","2017-06-30 00:00:00","ND","2333557.1440000013","2017-10-15 09:00:49.930466"
"ND","2016-01-31 00:00:00","ND","3199264.2920000018","2017-10-14 23:51:46.935794"
"ND","2016-02-29 00:00:00","ND","2741377.9769999986","2017-10-14 23:51:46.935794"
"ND","2016-03-31 00:00:00","ND","2347842.0499999984","2017-10-14 23:51:46.935794"
"ND","2016-04-30 00:00:00","ND","1971602.527","2017-10-14 23:51:46.935794"
"ND","2016-05-31 00:00:00","ND","2190662.4670000016","2017-10-14 23:51:46.935794"
"ND","2016-06-30 00:00:00","ND","2648446.0749999997","2017-10-14 23:51:46.935794"
"ND","2016-07-31 00:00:00","ND","3397730.447","2017-10-14 23:51:46.935794"
"ND","2016-08-31 00:00:00","ND","3355204.3800000018","2017-10-14 23:51:46.935794"
"ND","2016-09-30 00:00:00","ND","2615995.337","2017-10-14 23:51:46.935794"
"ND","2016-10-31 00:00:00","ND","2776770.291999999","2017-10-14 23:51:46.935794"
"ND","2016-11-30 00:00:00","ND","2558952.078999999","2017-10-14 23:51:46.935794"
"ND","2016-12-31 00:00:00","ND","2920596.449","2017-10-14 23:51:46.935794"
"ND","2017-01-31 00:00:00","ND","2880891.772999998","2017-10-14 23:51:46.935794"
"ND","2017-02-28 00:00:00","ND","2738754.7","2017-10-14 23:51:46.935794"
"ND","2017-03-31 00:00:00","ND","2579322.8349999986","2017-10-14 23:51:46.935794"
"ND","2017-04-30 00:00:00","ND","2208643.424","2017-10-14 23:51:46.935794"
"ND","2017-05-31 00:00:00","ND","2249481.0840000003","2017-10-14 23:51:46.935794"
"ND","2017-06-30 00:00:00","ND","2333557.1440000013","2017-10-14 23:51:46.935794"
"NE","2016-07-31 00:00:00","NE","2339211.3930000006","2017-10-15 08:59:28.151174"
"NE","2016-08-31 00:00:00","NE","2443551.8879999993","2017-10-15 08:59:28.151174"
"NE","2016-09-30 00:00:00","NE","2002553.0650000002","2017-10-15 08:59:28.151174"
"NE","2016-10-31 00:00:00","NE","2090130.4930000002","2017-10-15 08:59:28.151174"
"NE","2016-11-30 00:00:00","NE","1908449.7429999998","2017-10-15 08:59:28.151174"
"NE","2016-12-31 00:00:00","NE","2270433.085000001","2017-10-15 08:59:28.151174"
"NE","2017-01-31 00:00:00","NE","2248643.6209999993","2017-10-15 08:59:28.151174"
"NE","2017-02-28 00:00:00","NE","1901803.021000001","2017-10-15 08:59:28.151174"
"NE","2017-03-31 00:00:00","NE","1714267.59","2017-10-15 08:59:28.151174"
"NE","2017-04-30 00:00:00","NE","1211300.930000001","2017-10-15 08:59:28.151174"
"NE","2017-05-31 00:00:00","NE","1414813.237","2017-10-15 08:59:28.151174"
"NE","2017-06-30 00:00:00","NE","2092543.1100000003","2017-10-15 08:59:28.151174"
"NE","2016-07-31 00:00:00","NE","2339211.393000001","2017-10-14 23:51:54.472879"
"NE","2016-08-31 00:00:00","NE","2443551.888","2017-10-14 23:51:54.472879"
"NE","2016-09-30 00:00:00","NE","2002553.065","2017-10-14 23:51:54.472879"
"NE","2016-10-31 00:00:00","NE","2090130.493","2017-10-14 23:51:54.472879"
"NE","2016-11-30 00:00:00","NE","1908449.743","2017-10-14 23:51:54.472879"
"NE","2016-12-31 00:00:00","NE","2270433.085000001","2017-10-14 23:51:54.472879"
"NE","2017-01-31 00:00:00","NE","2248643.621","2017-10-14 23:51:54.472879"
"NE","2017-02-28 00:00:00","NE","1901803.0210000009","2017-10-14 23:51:54.472879"
"NE","2017-03-31 00:00:00","NE","1714267.59","2017-10-14 23:51:54.472879"
"NE","2017-04-30 00:00:00","NE","1211300.9300000009","2017-10-14 23:51:54.472879"
"NE","2017-05-31 00:00:00","NE","1414813.237","2017-10-14 23:51:54.472879"
"NE","2017-06-30 00:00:00","NE","2092543.1100000003","2017-10-14 23:51:54.472879"
"NH","2016-10-31 00:00:00","NH","258955.84599999993","2017-10-15 09:00:13.468250"
"NH","2016-11-30 00:00:00","NH","325151.91700000013","2017-10-15 09:00:13.468250"
"NH","2016-12-31 00:00:00","NH","439191.7390000002","2017-10-15 09:00:13.468250"
"NH","2017-01-31 00:00:00","NH","249041.72299999997","2017-10-15 09:00:13.468250"
"NH","2017-02-28 00:00:00","NH","214289.05700000006","2017-10-15 09:00:13.468250"
"NH","2017-03-31 00:00:00","NH","238350.848","2017-10-15 09:00:13.468250"
"NH","2017-04-30 00:00:00","NH","271858.51100000006","2017-10-15 09:00:13.468250"
"NH","2017-05-31 00:00:00","NH","236540.19000000003","2017-10-15 09:00:13.468250"
"NH","2017-06-30 00:00:00","NH","321003.668","2017-10-15 09:00:13.468250"
"NH","2016-10-31 00:00:00","NH","258955.84599999996","2017-10-14 23:51:53.437148"
"NH","2016-11-30 00:00:00","NH","325151.91700000013","2017-10-14 23:51:53.437148"
"NH","2016-12-31 00:00:00","NH","439191.73900000023","2017-10-14 23:51:53.437148"
"NH","2017-01-31 00:00:00","NH","249041.723","2017-10-14 23:51:53.437148"
"NH","2017-02-28 00:00:00","NH","214289.0570000001","2017-10-14 23:51:53.437148"
"NH","2017-03-31 00:00:00","NH","238350.848","2017-10-14 23:51:53.437148"
"NH","2017-04-30 00:00:00","NH","271858.5110000001","2017-10-14 23:51:53.437148"
"NH","2017-04-30 00:00:00.000000","NH","271858.5110000001","2017-10-14 18:56:23.218778"
"NH","2017-05-31 00:00:00","NH","236540.19000000003","2017-10-14 23:51:53.437148"
"NH","2017-05-31 00:00:00.000000","NH","236540.19000000003","2017-10-14 18:56:23.218778"
"NH","2017-06-30 00:00:00","NH","321003.668","2017-10-14 23:51:53.437148"
"NH","2017-06-30 00:00:00.000000","NH","321003.668","2017-10-14 18:56:23.218778"
"NJ","2016-04-30 00:00:00","NJ","3212912.7679999974","2017-10-15 09:00:53.259966"
"NJ","2016-05-31 00:00:00","NJ","3278862.423999998","2017-10-15 09:00:53.259966"
"NJ","2016-06-30 00:00:00","NJ","4082189.5080000004","2017-10-15 09:00:53.259966"
"NJ","2016-07-31 00:00:00","NJ","2632942.0350000034","2017-10-15 09:00:53.259966"
"NJ","2016-08-31 00:00:00","NJ","2710114.1329999957","2017-10-15 09:00:53.259966"
"NJ","2016-09-30 00:00:00","NJ","1974469.854000001","2017-10-15 09:00:53.259966"
"NJ","2016-10-31 00:00:00","NJ","1829911.329","2017-10-15 09:00:53.259966"
"NJ","2016-11-30 00:00:00","NJ","1305069.9619999991","2017-10-15 09:00:53.259966"
"NJ","2016-12-31 00:00:00","NJ","1452525.9949999999","2017-10-15 09:00:53.259966"
"NJ","2017-01-31 00:00:00","NJ","1402609.633000001","2017-10-15 09:00:53.259966"
"NJ","2017-02-28 00:00:00","NJ","1145817.7650000004","2017-10-15 09:00:53.259966"
"NJ","2017-03-31 00:00:00","NJ","1674729.4529999988","2017-10-15 09:00:53.259966"
"NJ","2017-04-30 00:00:00","NJ","1251508.804000001","2017-10-15 09:00:53.259966"
"NJ","2017-05-31 00:00:00","NJ","1389695.9820000003","2017-10-15 09:00:53.259966"
"NJ","2017-06-30 00:00:00","NJ","1798787.707","2017-10-15 09:00:53.259966"
"NJ","2016-04-30 00:00:00","NJ","3212912.7679999974","2017-10-14 23:51:28.124618"
"NJ","2016-05-31 00:00:00","NJ","3278862.4239999983","2017-10-14 23:51:28.124618"
"NJ","2016-06-30 00:00:00","NJ","4082189.508","2017-10-14 23:51:28.124618"
"NJ","2016-07-31 00:00:00","NJ","2632942.035000004","2017-10-14 23:51:28.124618"
"NJ","2016-08-31 00:00:00","NJ","2710114.1329999957","2017-10-14 23:51:28.124618"
"NJ","2016-09-30 00:00:00","NJ","1974469.854000001","2017-10-14 23:51:28.124618"
"NJ","2016-10-31 00:00:00","NJ","1829911.3290000001","2017-10-14 23:51:28.124618"
"NJ","2016-11-30 00:00:00","NJ","1305069.9619999991","2017-10-14 23:51:28.124618"
"NJ","2016-12-31 00:00:00","NJ","1452525.995","2017-10-14 23:51:28.124618"
"NJ","2017-01-31 00:00:00","NJ","1402609.6330000008","2017-10-14 23:51:28.124618"
"NJ","2017-02-28 00:00:00","NJ","1145817.7650000004","2017-10-14 23:51:28.124618"
"NJ","2017-03-31 00:00:00","NJ","1674729.4529999988","2017-10-14 23:51:28.124618"
"NJ","2017-04-30 00:00:00","NJ","1251508.804000001","2017-10-14 23:51:28.124618"
"NJ","2017-05-31 00:00:00","NJ","1389695.9820000005","2017-10-14 23:51:28.124618"
"NJ","2017-06-30 00:00:00","NJ","1798787.707","2017-10-14 23:51:28.124618"
"NM","2016-01-31 00:00:00","NM","2333208.8919999995","2017-10-15 09:00:30.742341"
"NM","2016-02-29 00:00:00","NM","1667273.9850000013","2017-10-15 09:00:30.742341"
"NM","2016-03-31 00:00:00","NM","1669126.9400000004","2017-10-15 09:00:30.742341"
"NM","2016-04-30 00:00:00","NM","1235444.9769999997","2017-10-15 09:00:30.742341"
"NM","2016-05-31 00:00:00","NM","1828627.594000001","2017-10-15 09:00:30.742341"
"NM","2016-06-30 00:00:00","NM","2698699.564999999","2017-10-15 09:00:30.742341"
"NM","2016-07-31 00:00:00","NM","2753722.445999999","2017-10-15 09:00:30.742341"
"NM","2016-08-31 00:00:00","NM","2163582.1340000005","2017-10-15 09:00:30.742341"
"NM","2016-09-30 00:00:00","NM","1871706.5639999998","2017-10-15 09:00:30.742341"
"NM","2016-10-31 00:00:00","NM","2684283.868999999","2017-10-15 09:00:30.742341"
"NM","2016-11-30 00:00:00","NM","2354377.519000001","2017-10-15 09:00:30.742341"
"NM","2016-12-31 00:00:00","NM","2530976.144000001","2017-10-15 09:00:30.742341"
"NM","2017-01-31 00:00:00","NM","2518974.145","2017-10-15 09:00:30.742341"
"NM","2017-02-28 00:00:00","NM","1970765.6190000004","2017-10-15 09:00:30.742341"
"NM","2017-03-31 00:00:00","NM","2392791.9250000017","2017-10-15 09:00:30.742341"
"NM","2017-04-30 00:00:00","NM","1924746.6569999994","2017-10-15 09:00:30.742341"
"NM","2017-05-31 00:00:00","NM","1644921.5089999994","2017-10-15 09:00:30.742341"
"NM","2017-06-30 00:00:00","NM","2268206.192","2017-10-15 09:00:30.742341"
"NM","2016-01-31 00:00:00","NM","2333208.8919999995","2017-10-14 23:51:39.003922"
"NM","2016-02-29 00:00:00","NM","1667273.9850000013","2017-10-14 23:51:39.003922"
"NM","2016-03-31 00:00:00","NM","1669126.9400000004","2017-10-14 23:51:39.003922"
"NM","2016-04-30 00:00:00","NM","1235444.9769999995","2017-10-14 23:51:39.003922"
"NM","2016-05-31 00:00:00","NM","1828627.594000001","2017-10-14 23:51:39.003922"
"NM","2016-06-30 00:00:00","NM","2698699.564999999","2017-10-14 23:51:39.003922"
"NM","2016-07-31 00:00:00","NM","2753722.445999999","2017-10-14 23:51:39.003922"
"NM","2016-08-31 00:00:00","NM","2163582.1340000005","2017-10-14 23:51:39.003922"
"NM","2016-09-30 00:00:00","NM","1871706.564","2017-10-14 23:51:39.003922"
"NM","2016-10-31 00:00:00","NM","2684283.868999999","2017-10-14 23:51:39.003922"
"NM","2016-11-30 00:00:00","NM","2354377.519000001","2017-10-14 23:51:39.003922"
"NM","2016-12-31 00:00:00","NM","2530976.144000001","2017-10-14 23:51:39.003922"
"NM","2017-01-31 00:00:00","NM","2518974.145","2017-10-14 23:51:39.003922"
"NM","2017-02-28 00:00:00","NM","1970765.6190000004","2017-10-14 23:51:39.003922"
"NM","2017-03-31 00:00:00","NM","2392791.9250000017","2017-10-14 23:51:39.003922"
"NM","2017-04-30 00:00:00","NM","1924746.6569999997","2017-10-14 23:51:39.003922"
"NM","2017-05-31 00:00:00","NM","1644921.5089999994","2017-10-14 23:51:39.003922"
"NM","2017-06-30 00:00:00","NM","2268206.192","2017-10-14 23:51:39.003922"
"NV","2016-10-31 00:00:00","NV","981239.0529999997","2017-10-15 08:59:29.143174"
"NV","2016-11-30 00:00:00","NV","941782.5859999991","2017-10-15 08:59:29.143174"
"NV","2016-12-31 00:00:00","NV","979324.9589999999","2017-10-15 08:59:29.143174"
"NV","2017-01-31 00:00:00","NV","1169441.2690000008","2017-10-15 08:59:29.143174"
"NV","2017-02-28 00:00:00","NV","935427.0800000003","2017-10-15 08:59:29.143174"
"NV","2017-03-31 00:00:00","NV","904376.0179999998","2017-10-15 08:59:29.143174"
"NV","2017-04-30 00:00:00","NV","726597.6640000008","2017-10-15 08:59:29.143174"
"NV","2017-05-31 00:00:00","NV","829713.4629999998","2017-10-15 08:59:29.143174"
"NV","2017-06-30 00:00:00","NV","1269219.6570000004","2017-10-15 08:59:29.143174"
"NV","2016-10-31 00:00:00","NV","981239.0529999995","2017-10-14 23:51:29.098754"
"NV","2016-11-30 00:00:00","NV","941782.5859999992","2017-10-14 23:51:29.098754"
"NV","2016-12-31 00:00:00","NV","979324.959","2017-10-14 23:51:29.098754"
"NV","2017-01-31 00:00:00","NV","1169441.2690000008","2017-10-14 23:51:29.098754"
"NV","2017-02-28 00:00:00","NV","935427.0800000004","2017-10-14 23:51:29.098754"
"NV","2017-03-31 00:00:00","NV","904376.0179999998","2017-10-14 23:51:29.098754"
"NV","2017-04-30 00:00:00","NV","726597.6640000008","2017-10-14 23:51:29.098754"
"NV","2017-05-31 00:00:00","NV","829713.4629999999","2017-10-14 23:51:29.098754"
"NV","2017-06-30 00:00:00","NV","1269219.6570000004","2017-10-14 23:51:29.098754"
"NY","2016-01-31 00:00:00","NY","2266577.242999998","2017-10-15 09:00:03.534775"
"NY","2016-02-29 00:00:00","NY","2249707.119000001","2017-10-15 09:00:03.534775"
"NY","2016-03-31 00:00:00","NY","1993207.187000002","2017-10-15 09:00:03.534775"
"NY","2016-04-30 00:00:00","NY","2136877.3540000003","2017-10-15 09:00:03.534775"
"NY","2016-05-31 00:00:00","NY","2477175.3870000024","2017-10-15 09:00:03.534775"
"NY","2016-06-30 00:00:00","NY","2854673.469000003","2017-10-15 09:00:03.534775"
"NY","2016-07-31 00:00:00","NY","4004830.282000001","2017-10-15 09:00:03.534775"
"NY","2016-08-31 00:00:00","NY","4398529.930999994","2017-10-15 09:00:03.534775"
"NY","2016-09-30 00:00:00","NY","2965301.960000005","2017-10-15 09:00:03.534775"
"NY","2016-10-31 00:00:00","NY","2077340.8929999976","2017-10-15 09:00:03.534775"
"NY","2016-11-30 00:00:00","NY","1750962.6300000022","2017-10-15 09:00:03.534775"
"NY","2016-12-31 00:00:00","NY","2265318.4320000014","2017-10-15 09:00:03.534775"
"NY","2017-01-31 00:00:00","NY","2086643.4209999999","2017-10-15 09:00:03.534775"
"NY","2017-02-28 00:00:00","NY","1731765.748000002","2017-10-15 09:00:03.534775"
"NY","2017-03-31 00:00:00","NY","2014809.9850000008","2017-10-15 09:00:03.534775"
"NY","2017-04-30 00:00:00","NY","1546972.2690000017","2017-10-15 09:00:03.534775"
"NY","2017-05-31 00:00:00","NY","1753710.0900000008","2017-10-15 09:00:03.534775"
"NY","2017-06-30 00:00:00","NY","2358927.9319999977","2017-10-15 09:00:03.534775"
"NY","2016-01-31 00:00:00","NY","2266577.242999998","2017-10-14 23:51:58.171627"
"NY","2016-02-29 00:00:00","NY","2249707.119000001","2017-10-14 23:51:58.171627"
"NY","2016-03-31 00:00:00","NY","1993207.1870000018","2017-10-14 23:51:58.171627"
"NY","2016-04-30 00:00:00","NY","2136877.3540000003","2017-10-14 23:51:58.171627"
"NY","2016-05-31 00:00:00","NY","2477175.3870000024","2017-10-14 23:51:58.171627"
"NY","2016-06-30 00:00:00","NY","2854673.4690000033","2017-10-14 23:51:58.171627"
"NY","2016-07-31 00:00:00","NY","4004830.282000001","2017-10-14 23:51:58.171627"
"NY","2016-08-31 00:00:00","NY","4398529.930999993","2017-10-14 23:51:58.171627"
"NY","2016-09-30 00:00:00","NY","2965301.960000005","2017-10-14 23:51:58.171627"
"NY","2016-10-31 00:00:00","NY","2077340.8929999976","2017-10-14 23:51:58.171627"
"NY","2016-11-30 00:00:00","NY","1750962.6300000022","2017-10-14 23:51:58.171627"
"NY","2016-12-31 00:00:00","NY","2265318.4320000014","2017-10-14 23:51:58.171627"
"NY","2017-01-31 00:00:00","NY","2086643.421","2017-10-14 23:51:58.171627"
"NY","2017-02-28 00:00:00","NY","1731765.7480000018","2017-10-14 23:51:58.171627"
"NY","2017-03-31 00:00:00","NY","2014809.985000001","2017-10-14 23:51:58.171627"
"NY","2017-04-30 00:00:00","NY","1546972.2690000015","2017-10-14 23:51:58.171627"
"NY","2017-05-31 00:00:00","NY","1753710.090000001","2017-10-14 23:51:58.171627"
"NY","2017-06-30 00:00:00","NY","2358927.9319999977","2017-10-14 23:51:58.171627"
"OH","2016-01-31 00:00:00","OH","8005331.174000003","2017-10-15 08:59:55.370904"
"OH","2016-02-29 00:00:00","OH","6756206.839999992","2017-10-15 08:59:55.370904"
"OH","2016-03-31 00:00:00","OH","5211596.241000001","2017-10-15 08:59:55.370904"
"OH","2016-04-30 00:00:00","OH","6325428.290999999","2017-10-15 08:59:55.370904"
"OH","2016-05-31 00:00:00","OH","5486420.726999994","2017-10-15 08:59:55.370904"
"OH","2016-06-30 00:00:00","OH","7604494.523000007","2017-10-15 08:59:55.370904"
"OH","2016-07-31 00:00:00","OH","8987380.697999999","2017-10-15 08:59:55.370904"
"OH","2016-08-31 00:00:00","OH","9745348.271","2017-10-15 08:59:55.370904"
"OH","2016-09-30 00:00:00","OH","8141654.963000007","2017-10-15 08:59:55.370904"
"OH","2016-10-31 00:00:00","OH","6102126.008999999","2017-10-15 08:59:55.370904"
"OH","2016-11-30 00:00:00","OH","5975861.175","2017-10-15 08:59:55.370904"
"OH","2016-12-31 00:00:00","OH","7983690.139999995","2017-10-15 08:59:55.370904"
"OH","2017-01-31 00:00:00","OH","7363682.132000004","2017-10-15 08:59:55.370904"
"OH","2017-02-28 00:00:00","OH","6742698.205999996","2017-10-15 08:59:55.370904"
"OH","2017-03-31 00:00:00","OH","7847555.719999998","2017-10-15 08:59:55.370904"
"OH","2017-04-30 00:00:00","OH","6911551.372999999","2017-10-15 08:59:55.370904"
"OH","2017-05-31 00:00:00","OH","6542510.513","2017-10-15 08:59:55.370904"
"OH","2017-06-30 00:00:00","OH","7318289.816999996","2017-10-15 08:59:55.370904"
"OH","2016-01-31 00:00:00","OH","8005331.174000002","2017-10-14 23:50:41.288322"
"OH","2016-02-29 00:00:00","OH","6756206.839999992","2017-10-14 23:50:41.288322"
"OH","2016-03-31 00:00:00","OH","5211596.241000001","2017-10-14 23:50:41.288322"
"OH","2016-04-30 00:00:00","OH","6325428.290999998","2017-10-14 23:50:41.288322"
"OH","2016-05-31 00:00:00","OH","5486420.726999993","2017-10-14 23:50:41.288322"
"OH","2016-06-30 00:00:00","OH","7604494.5230000075","2017-10-14 23:50:41.288322"
"OH","2016-07-31 00:00:00","OH","8987380.697999999","2017-10-14 23:50:41.288322"
"OH","2016-08-31 00:00:00","OH","9745348.271","2017-10-14 23:50:41.288322"
"OH","2016-09-30 00:00:00","OH","8141654.963000008","2017-10-14 23:50:41.288322"
"OH","2016-10-31 00:00:00","OH","6102126.008999999","2017-10-14 23:50:41.288322"
"OH","2016-11-30 00:00:00","OH","5975861.175","2017-10-14 23:50:41.288322"
"OH","2016-12-31 00:00:00","OH","7983690.139999995","2017-10-14 23:50:41.288322"
"OH","2017-01-31 00:00:00","OH","7363682.132000004","2017-10-14 23:50:41.288322"
"OH","2017-02-28 00:00:00","OH","6742698.2059999965","2017-10-14 23:50:41.288322"
"OH","2017-03-31 00:00:00","OH","7847555.719999998","2017-10-14 23:50:41.288322"
"OH","2017-04-30 00:00:00","OH","6911551.372999999","2017-10-14 23:50:41.288322"
"OH","2017-05-31 00:00:00","OH","6542510.512999999","2017-10-14 23:50:41.288322"
"OH","2017-06-30 00:00:00","OH","7318289.816999996","2017-10-14 23:50:41.288322"
"OK","2016-07-31 00:00:00","OK","4210721.272000001","2017-10-15 09:00:51.401463"
"OK","2016-08-31 00:00:00","OK","4281257.521","2017-10-15 09:00:51.401463"
"OK","2016-09-30 00:00:00","OK","3693883.6940000006","2017-10-15 09:00:51.401463"
"OK","2016-10-31 00:00:00","OK","3616985.589000004","2017-10-15 09:00:51.401463"
"OK","2016-11-30 00:00:00","OK","2826511.886999999","2017-10-15 09:00:51.401463"
"OK","2016-12-31 00:00:00","OK","3389313.7509999964","2017-10-15 09:00:51.401463"
"OK","2017-01-31 00:00:00","OK","2911514.6720000017","2017-10-15 09:00:51.401463"
"OK","2017-02-28 00:00:00","OK","2017210.9860000012","2017-10-15 09:00:51.401463"
"OK","2017-03-31 00:00:00","OK","2169270.0549999992","2017-10-15 09:00:51.401463"
"OK","2017-04-30 00:00:00","OK","1810428.1460000002","2017-10-15 09:00:51.401463"
"OK","2017-05-31 00:00:00","OK","2076017.6949999998","2017-10-15 09:00:51.401463"
"OK","2017-06-30 00:00:00","OK","3149773.137000002","2017-10-15 09:00:51.401463"
"OK","2016-07-31 00:00:00","OK","4210721.272000001","2017-10-14 23:51:23.979916"
"OK","2016-08-31 00:00:00","OK","4281257.521000001","2017-10-14 23:51:23.979916"
"OK","2016-09-30 00:00:00","OK","3693883.6940000006","2017-10-14 23:51:23.979916"
"OK","2016-10-31 00:00:00","OK","3616985.589000004","2017-10-14 23:51:23.979916"
"OK","2016-11-30 00:00:00","OK","2826511.8869999987","2017-10-14 23:51:23.979916"
"OK","2016-12-31 00:00:00","OK","3389313.7509999964","2017-10-14 23:51:23.979916"
"OK","2017-01-31 00:00:00","OK","2911514.6720000017","2017-10-14 23:51:23.979916"
"OK","2017-02-28 00:00:00","OK","2017210.986000001","2017-10-14 23:51:23.979916"
"OK","2017-03-31 00:00:00","OK","2169270.0549999992","2017-10-14 23:51:23.979916"
"OK","2017-04-30 00:00:00","OK","1810428.146","2017-10-14 23:51:23.979916"
"OK","2017-05-31 00:00:00","OK","2076017.695","2017-10-14 23:51:23.979916"
"OK","2017-06-30 00:00:00","OK","3149773.137000002","2017-10-14 23:51:23.979916"
"OR","2016-10-31 00:00:00","OR","648301.0939999999","2017-10-15 09:00:48.438905"
"OR","2016-11-30 00:00:00","OR","476822.32700000005","2017-10-15 09:00:48.438905"
"OR","2016-12-31 00:00:00","OR","1143880.3360000001","2017-10-15 09:00:48.438905"
"OR","2017-01-31 00:00:00","OR","1206761.275000001","2017-10-15 09:00:48.438905"
"OR","2017-02-28 00:00:00","OR","635871.7080000001","2017-10-15 09:00:48.438905"
"OR","2017-03-31 00:00:00","OR","172266.52500000002","2017-10-15 09:00:48.438905"
