"ref","date","meta","value","file_date"
"WI","2016-08-31 00:00:00","WI","5162538.612","2017-10-14 23:50:52.658303"
"WI","2016-09-30 00:00:00","WI","4151052.45","2017-10-14 23:50:52.658303"
"WI","2016-10-31 00:00:00","WI","3365410.1319999998","2017-10-14 23:50:52.658303"
"WI","2016-11-30 00:00:00","WI","3431338.120999998","2017-10-14 23:50:52.658303"
"WI","2016-12-31 00:00:00","WI","3775914.9070000025","2017-10-14 23:50:52.658303"
"WI","2017-01-31 00:00:00","WI","4342838.037000008","2017-10-14 23:50:52.658303"
"WI","2017-02-28 00:00:00","WI","3772051.907999999","2017-10-14 23:50:52.658303"
"WI","2017-03-31 00:00:00","WI","3404476.021000002","2017-10-14 23:50:52.658303"
"WI","2017-04-30 00:00:00","WI","2831691.3850000007","2017-10-14 23:50:52.658303"
"WI","2017-05-31 00:00:00","WI","2900086.0459999987","2017-10-14 23:50:52.658303"
"WI","2017-06-30 00:00:00","WI","4327344.659000004","2017-10-14 23:50:52.658303"
"WV","2016-10-31 00:00:00","WV","5187373.575","2017-10-15 08:59:56.540406"
"WV","2016-11-30 00:00:00","WV","5297845.718999998","2017-10-15 08:59:56.540406"
"WV","2016-12-31 00:00:00","WV","7212373.448999995","2017-10-15 08:59:56.540406"
"WV","2017-01-31 00:00:00","WV","6880134.656","2017-10-15 08:59:56.540406"
"WV","2017-02-28 00:00:00","WV","5338864.880999999","2017-10-15 08:59:56.540406"
"WV","2017-03-31 00:00:00","WV","5492127.8","2017-10-15 08:59:56.540406"
"WV","2017-04-30 00:00:00","WV","4665448.687999998","2017-10-15 08:59:56.540406"
"WV","2017-05-31 00:00:00","WV","5836583.181000002","2017-10-15 08:59:56.540406"
"WV","2017-06-30 00:00:00","WV","6899887.02","2017-10-15 08:59:56.540406"
"WV","2016-10-31 00:00:00","WV","5187373.575","2017-10-14 23:51:43.940152"
"WV","2016-11-30 00:00:00","WV","5297845.718999998","2017-10-14 23:51:43.940152"
"WV","2016-12-31 00:00:00","WV","7212373.448999995","2017-10-14 23:51:43.940152"
"WV","2017-01-31 00:00:00","WV","6880134.656","2017-10-14 23:51:43.940152"
"WV","2017-02-28 00:00:00","WV","5338864.880999999","2017-10-14 23:51:43.940152"
"WV","2017-03-31 00:00:00","WV","5492127.8","2017-10-14 23:51:43.940152"
"WV","2017-04-30 00:00:00","WV","4665448.687999998","2017-10-14 23:51:43.940152"
"WV","2017-05-31 00:00:00","WV","5836583.181000003","2017-10-14 23:51:43.940152"
"WV","2017-06-30 00:00:00","WV","6899887.02","2017-10-14 23:51:43.940152"
"WY","2016-10-31 00:00:00","WY","3673788.8439999986","2017-10-15 09:00:16.900302"
"WY","2016-11-30 00:00:00","WY","3676880.9020000016","2017-10-15 09:00:16.900302"
"WY","2016-12-31 00:00:00","WY","4534564.088000001","2017-10-15 09:00:16.900302"
"WY","2017-01-31 00:00:00","WY","4539048.583000001","2017-10-15 09:00:16.900302"
"WY","2017-02-28 00:00:00","WY","3674168.648","2017-10-15 09:00:16.900302"
"WY","2017-03-31 00:00:00","WY","3582812.099","2017-10-15 09:00:16.900302"
"WY","2017-04-30 00:00:00","WY","2704566.1050000014","2017-10-15 09:00:16.900302"
"WY","2017-05-31 00:00:00","WY","3178985.124","2017-10-15 09:00:16.900302"
"WY","2017-06-30 00:00:00","WY","3799171.2159999995","2017-10-15 09:00:16.900302"
"WY","2016-10-31 00:00:00","WY","3673788.8439999996","2017-10-14 23:51:30.732633"
"WY","2016-11-30 00:00:00","WY","3676880.902000002","2017-10-14 23:51:30.732633"
"WY","2016-12-31 00:00:00","WY","4534564.088000001","2017-10-14 23:51:30.732633"
"WY","2017-01-31 00:00:00","WY","4539048.5830000015","2017-10-14 23:51:30.732633"
"WY","2017-02-28 00:00:00","WY","3674168.648","2017-10-14 23:51:30.732633"
"WY","2017-03-31 00:00:00","WY","3582812.099","2017-10-14 23:51:30.732633"
"WY","2017-04-30 00:00:00","WY","2704566.1050000014","2017-10-14 23:51:30.732633"
"WY","2017-05-31 00:00:00","WY","3178985.124","2017-10-14 23:51:30.732633"
"WY","2017-06-30 00:00:00","WY","3799171.216","2017-10-14 23:51:30.732633"
